"x1","x2","x3","x4","x5","z"
2,1,0,3,1,2.00280874033174
0,0,1,4,0,-0.0293178267869621
1,0,1,2,2,1.00301273509252
2,0,2,3,1,2.01953740941041
1,1,2,0,1,-1.02453402987253
1,0,1,4,0,0.939654292126053
2,1,1,3,0,-2.09953860491506
1,0,2,4,2,0.997409668120004
2,1,2,4,0,-1.9640412008099
1,0,1,3,2,1.04259720267225
2,1,1,1,2,2.06399486087273
2,0,2,3,1,1.92140495714743
0,0,0,2,0,0.00737562035686401
1,1,2,4,0,1.16511124621408
1,1,0,4,0,-0.944164374473298
2,0,2,3,1,2.00850343947101
1,0,0,1,2,-0.884694241811547
0,0,2,3,2,0.00313650003624275
0,1,1,3,0,-0.130321713579656
2,0,2,3,2,-1.97296654661865
1,1,2,2,2,0.921974142180695
0,1,2,0,0,0.0192575368603329
1,1,1,3,2,-0.953336018586996
2,1,2,3,2,-2.05765748479291
2,0,1,1,1,-1.99285635904327
1,1,1,3,2,-0.99830233331405
1,1,2,4,0,0.984264538735849
0,1,1,0,0,-0.0462260337684249
2,0,2,0,2,-2.01786009643719
0,0,1,3,1,-0.0116376357466013
2,1,1,1,0,1.90410000018411
2,1,0,1,1,-2.01201692830119
2,1,2,0,2,2.11917842605856
0,1,0,2,1,0.0284586882927586
2,0,0,0,1,2.05249250706934
0,1,1,4,1,0.149935974038553
0,1,0,1,0,-0.0475402340922136
0,1,0,1,2,-0.0245342327063602
0,0,2,0,2,-0.103373687498809
1,0,2,0,2,0.889704775472743
1,0,0,0,0,1.04956130439841
1,1,0,3,0,-1.0684762636681
2,0,2,4,2,-2.0301796317252
0,1,1,2,2,-0.0121560217939758
0,0,1,0,2,0.0804337886256649
2,1,2,4,1,-1.93168273342491
0,0,2,4,2,0.0673299907096163
2,1,2,4,2,-2.06603837324812
1,1,0,4,0,-0.937408264458643
2,0,1,0,0,2.00574641263836
1,0,0,1,1,-1.07028345935819
0,0,0,4,1,-0.0164000083719786
2,1,0,2,0,-2.09885991022697
2,1,0,1,2,-2.09207306931903
1,0,1,2,0,0.946525180071005
1,1,1,4,2,-0.973690715256619
2,1,0,0,1,2.10246236675822
1,1,0,3,2,1.12317859542169
0,1,0,2,1,0.00702626979140245
1,1,2,1,1,1.0366104805974
1,1,2,3,2,1.0162863448818
1,0,0,3,0,1.05378840339818
2,1,1,4,0,-2.01908916849041
2,0,0,1,2,1.96228578989372
0,1,0,4,1,-0.0148900834477349
2,1,1,4,1,-1.99814162372419
1,0,0,1,1,0.878615379990784
2,1,0,3,2,-1.83299855561397
2,0,2,1,2,1.84021714604332
2,1,0,2,2,-2.10181738690465
0,0,0,1,2,-0.0153564406844352
1,1,0,4,1,-0.995480389807498
2,0,0,1,2,-2.00665971546728
0,0,1,3,1,-0.0266383833150924
0,1,2,1,1,-0.0423703629187125
2,1,2,1,0,-1.9656800469783
2,0,2,2,1,2.00776271792804
2,1,2,0,0,2.02085128201501
0,1,1,1,0,-0.0738431110443904
0,1,1,4,1,0.0178074263482602
2,1,1,1,1,-1.95631559380103
1,1,1,0,1,1.076489703643
1,1,1,2,2,1.13609783018402
1,0,1,1,0,1.04238795150721
0,1,0,0,1,0.00227713120683405
2,0,2,1,0,-2.04385302694957
1,1,0,1,0,1.00828643884803
1,1,2,2,1,-0.936518438317301
2,0,1,2,2,-1.89108023134588
2,0,0,3,0,-2.03174095008526
2,1,2,4,0,2.09347599030734
0,0,2,2,0,-0.0660065365404735
2,0,2,4,2,2.07077191662364
2,1,0,1,0,2.02462405863982
0,1,2,0,0,-0.0221109119356991
0,1,0,0,2,-0.0240319512776121
0,1,1,4,2,-0.0327880460084625
0,1,0,3,1,-0.0337943873984064
1,0,1,3,1,1.0035918218549
2,1,0,4,1,-2.15298793643047
2,1,1,1,1,2.03722355850461
2,0,2,4,0,-2.0097220991626
0,0,2,4,0,-0.00893473343382091
2,0,0,2,0,-1.96367572279292
0,1,0,1,2,0.0146277122711637
1,0,1,2,1,1.08625845696227
1,1,1,1,1,-1.00911456348696
1,0,1,1,2,0.96327997906544
1,1,2,4,1,0.927820306274559
1,0,0,2,2,-0.942330726801951
1,1,2,3,0,-0.949990200768218
1,1,1,4,1,-1.00175143520314
0,0,2,4,1,-0.0546055909171658
0,1,1,2,2,-0.0393252376199584
0,1,2,0,2,0.026984965335438
