"x1","x2","x3","x4","x5","z"
2,1,0,3,1,3.66977035652264
0,0,1,4,0,2.99432368303292
1,0,1,2,2,0.383053344497264
2,0,2,3,1,1.90457205595627
1,1,2,0,1,1.77206469954266
1,0,1,4,0,-1.04521040191202
2,1,1,3,0,6.15312138683814
1,0,2,4,2,-1.35919464146972
2,1,2,4,0,8.10859849234115
1,0,1,3,2,0.191396537694283
2,1,1,1,2,5.14554528077113
2,0,2,3,1,5.18858909456601
0,0,0,2,0,5.50596438094154
1,1,2,4,0,5.89230144186119
1,1,0,4,0,2.92054920813185
2,0,2,3,1,0.0813544562845268
1,0,0,1,2,0.694157654942874
0,0,2,3,2,5.207697489796
0,1,1,3,0,11.0538424141067
2,0,2,3,2,1.12611987066609
1,1,2,2,2,0.784410405366902
0,1,2,0,0,9.35418666829914
1,1,1,3,2,1.2501693364908
2,1,2,3,2,3.57582933688484
2,0,1,1,1,3.45264141856169
1,1,1,3,2,1.49308793545248
1,1,2,4,0,6.21749577331262
0,1,1,0,0,5.72038630899083
2,0,2,0,2,-2.20001735337
0,0,1,3,1,-0.17474489040696
2,1,1,1,0,3.87497095766583
2,1,0,1,1,6.99817332278486
2,1,2,0,2,3.39533393818285
0,1,0,2,1,2.05025634855695
2,0,0,0,1,0.563381812025036
0,1,1,4,1,5.68149426783454
0,1,0,1,0,0.646117314809848
0,1,0,1,2,0.74233676054823
0,0,2,0,2,4.22633932815831
1,0,2,0,2,-3.06407050559522
1,0,0,0,0,-2.11711741149579
1,1,0,3,0,28.6092180052789
2,0,2,4,2,1.30462280375174
0,1,1,2,2,2.88886289887933
0,0,1,0,2,-4.68083430271387
2,1,2,4,1,22.3547672969734
0,0,2,4,2,1.41524280816997
2,1,2,4,2,4.10784307742367
1,1,0,4,0,2.39119697599243
2,0,1,0,0,-0.243889599054509
1,0,0,1,1,-0.429008727973484
0,0,0,4,1,2.29944911286257
2,1,0,2,0,6.69924766525541
2,1,0,1,2,-0.0492814887480088
1,0,1,2,0,0.515921294081827
1,1,1,4,2,2.47943784973867
2,1,0,0,1,-2.69681926314126
1,1,0,3,2,0.201454544491679
0,1,0,2,1,10.8905417278348
1,1,2,1,1,3.06134613442797
1,1,2,3,2,7.124120483449
1,0,0,3,0,2.78484714012505
2,1,1,4,0,3.08093187608615
2,0,0,1,2,1.20668576057171
0,1,0,4,1,5.46410710328579
2,1,1,4,1,6.83152891172517
1,0,0,1,1,0.345212285390643
2,1,0,3,2,7.76737127618261
2,0,2,1,2,-1.47067915579438
2,1,0,2,2,-1.20585710027861
0,0,0,1,2,-2.49104524999662
1,1,0,4,1,3.7496013319494
2,0,0,1,2,0.737849288705559
0,0,1,3,1,2.51600014027033
0,1,2,1,1,12.9226120020121
2,1,2,1,0,4.5234194812117
2,0,2,2,1,0.586705105067206
2,1,2,0,0,3.62591140461879
0,1,1,1,0,3.74884662702488
0,1,1,4,1,4.79469874649989
2,1,1,1,1,3.51062088675546
1,1,1,0,1,-0.220927153257477
1,1,1,2,2,0.577155571133358
1,0,1,1,0,-0.387184477406572
0,1,0,0,1,-0.4064825744348
2,0,2,1,0,2.80223680390797
1,1,0,1,0,2.61045887458976
1,1,2,2,1,1.6115195293261
2,0,1,2,2,-0.1910820848037
2,0,0,3,0,3.27974816473322
2,1,2,4,0,6.4662784773553
0,0,2,2,0,1.21542372232986
2,0,2,4,2,1.62030045634573
2,1,0,1,0,5.89535090167421
0,1,2,0,0,-0.393357257044542
0,1,0,0,2,1.16846239853929
0,1,1,4,2,3.06782186571482
0,1,0,3,1,5.3926863464655
1,0,1,3,1,1.15032955565049
2,1,0,4,1,8.20172152596572
2,1,1,1,1,1.54415597787883
2,0,2,4,0,6.14815885336059
0,0,2,4,0,4.70306019439252
2,0,0,2,0,8.11989030842754
0,1,0,1,2,1.11831586311423
1,0,1,2,1,1.54433954210627
1,1,1,1,1,1.62421617691187
1,0,1,1,2,-0.810824934803062
1,1,2,4,1,3.02013083651204
1,0,0,2,2,-1.43994061149978
1,1,2,3,0,4.99650504338141
1,1,1,4,1,6.17026537421249
0,0,2,4,1,2.71583151030798
0,1,1,2,2,0.765580278101127
0,1,2,0,2,4.48206661839179
1,1,1,3,2,3.98811886519867
0,1,0,0,2,-0.737427629228603
2,0,0,3,0,10.9983157030786
0,0,0,0,1,0.224943363138555
1,0,0,4,2,-0.799948526001846
0,0,1,4,0,5.14123743531535
0,1,0,4,0,3.56256672916829
1,0,1,4,0,0.344894048404401
0,0,0,0,1,0.982942923367159
1,0,0,0,2,-0.23776247489161
1,1,2,3,0,6.82339540057647
0,1,1,2,2,1.54697255768768
0,0,1,1,0,3.96304888083258
0,1,1,2,2,3.51324976601319
1,1,0,4,1,2.52902162458683
2,0,1,2,0,0.959212598360107
0,0,2,1,0,2.75675959028175
1,0,0,1,1,0.527402200078855
2,1,0,4,1,4.55768089569896
2,0,2,1,2,0.444620781730508
0,1,0,1,1,2.85507331663138
1,0,0,2,0,-1.2416281279159
2,0,2,0,0,1.92927156970648
0,0,1,3,2,-1.21520837630663
1,0,0,3,0,-0.35806976809309
1,0,1,3,1,0.657355630931744
0,1,2,0,0,11.9679602490905
0,1,1,2,2,2.76837899950775
1,0,1,0,2,-1.49621265775502
1,1,1,1,2,0.369199197893007
2,0,0,2,1,-1.83432031663688
0,1,2,1,1,3.49941347610592
0,0,0,0,2,-3.51755709273777
2,0,1,4,2,2.01684294286958
0,0,2,2,2,-1.01391248275999
1,1,1,0,0,6.08755905643017
0,0,2,1,2,1.26946053659585
2,0,2,3,1,4.80057816022172
1,0,2,4,2,0.654196171626935
0,0,1,2,2,-0.623810665844218
0,1,0,4,1,5.93577465788911
1,0,2,0,1,-0.878094531042391
0,0,0,4,2,3.54962868992997
0,1,1,1,1,4.75759773485263
2,0,1,0,2,1.33415470411381
1,1,0,3,2,-2.07658789527897
0,0,2,3,2,2.89269873428365
1,0,2,4,0,3.36545041218358
1,1,2,1,2,0.753731611678915
2,0,0,2,0,0.963217078862678
2,1,2,4,1,6.87414328027796
0,1,2,4,1,5.46007971813091
2,0,0,4,1,2.0310078646146
1,0,0,2,0,1.21065342741301
2,0,1,4,2,4.36836096255665
1,0,0,1,0,2.2103736148065
2,0,1,3,1,4.0159709244062
0,1,2,0,2,1.67937246400934
2,1,1,3,1,5.53508280108811
2,0,1,4,0,3.45840081666067
1,1,2,4,0,8.27367099983509
0,1,1,1,1,2.09248965047314
2,1,2,4,0,7.94167915101663
2,0,1,4,2,1.85536150173569
